areaCode,areaName,areaType,date,age,rate,value
E92000001,England,nation,2021-01-29,18_to_64,343.9,116629
E92000001,England,nation,2021-01-29,6_to_17,27.3,2196
E92000001,England,nation,2021-01-29,0_to_5,56.3,2245
E92000001,England,nation,2021-01-29,85+,5179.1,72355
E92000001,England,nation,2021-01-29,65_to_84,1583.0,141780
E92000001,England,nation,2021-01-28,18_to_64,341.2,115709
E92000001,England,nation,2021-01-28,6_to_17,27.1,2174
E92000001,England,nation,2021-01-28,0_to_5,55.8,2226
E92000001,England,nation,2021-01-28,85+,5145.3,71883
E92000001,England,nation,2021-01-28,65_to_84,1572.4,140834
E92000001,England,nation,2021-01-27,18_to_64,338.1,114655
E92000001,England,nation,2021-01-27,6_to_17,26.9,2157
E92000001,England,nation,2021-01-27,0_to_5,55.4,2210
E92000001,England,nation,2021-01-27,85+,5106.6,71342
E92000001,England,nation,2021-01-27,65_to_84,1560.2,139743
E92000001,England,nation,2021-01-26,18_to_64,334.9,113580
E92000001,England,nation,2021-01-26,6_to_17,26.6,2139
E92000001,England,nation,2021-01-26,0_to_5,55.1,2199
E92000001,England,nation,2021-01-26,85+,5066.0,70775
E92000001,England,nation,2021-01-26,65_to_84,1548.3,138672
E92000001,England,nation,2021-01-25,18_to_64,331.8,112512
E92000001,England,nation,2021-01-25,6_to_17,26.3,2116
E92000001,England,nation,2021-01-25,0_to_5,54.6,2179
E92000001,England,nation,2021-01-25,85+,5025.1,70203
E92000001,England,nation,2021-01-25,65_to_84,1535.8,137556
E92000001,England,nation,2021-01-24,18_to_64,328.7,111456
E92000001,England,nation,2021-01-24,6_to_17,26.1,2093
E92000001,England,nation,2021-01-24,0_to_5,54.1,2160
E92000001,England,nation,2021-01-24,85+,4990.5,69720
E92000001,England,nation,2021-01-24,65_to_84,1523.9,136488
E92000001,England,nation,2021-01-23,18_to_64,325.5,110361
E92000001,England,nation,2021-01-23,6_to_17,25.9,2080
E92000001,England,nation,2021-01-23,0_to_5,53.5,2134
E92000001,England,nation,2021-01-23,85+,4949.9,69153
E92000001,England,nation,2021-01-23,65_to_84,1511.3,135365
E92000001,England,nation,2021-01-22,18_to_64,322.5,109345
E92000001,England,nation,2021-01-22,6_to_17,25.7,2068
E92000001,England,nation,2021-01-22,0_to_5,52.9,2110
E92000001,England,nation,2021-01-22,85+,4906.8,68550
E92000001,England,nation,2021-01-22,65_to_84,1498.8,134240
E92000001,England,nation,2021-01-21,18_to_64,318.8,108114
E92000001,England,nation,2021-01-21,6_to_17,25.5,2049
E92000001,England,nation,2021-01-21,0_to_5,52.3,2086
E92000001,England,nation,2021-01-21,85+,4865.5,67974
E92000001,England,nation,2021-01-21,65_to_84,1485.8,133077
E92000001,England,nation,2021-01-20,18_to_64,315.1,106844
E92000001,England,nation,2021-01-20,6_to_17,25.3,2031
E92000001,England,nation,2021-01-20,0_to_5,51.9,2071
E92000001,England,nation,2021-01-20,85+,4821.2,67355
E92000001,England,nation,2021-01-20,65_to_84,1471.2,131767
E92000001,England,nation,2021-01-19,18_to_64,310.9,105426
E92000001,England,nation,2021-01-19,6_to_17,24.9,1999
E92000001,England,nation,2021-01-19,0_to_5,51.4,2050
E92000001,England,nation,2021-01-19,85+,4766.8,66594
E92000001,England,nation,2021-01-19,65_to_84,1455.0,130323
E92000001,England,nation,2021-01-18,18_to_64,306.6,103964
E92000001,England,nation,2021-01-18,6_to_17,24.6,1976
E92000001,England,nation,2021-01-18,0_to_5,50.7,2025
E92000001,England,nation,2021-01-18,85+,4712.9,65842
E92000001,England,nation,2021-01-18,65_to_84,1438.2,128818
E92000001,England,nation,2021-01-17,18_to_64,302.6,102604
E92000001,England,nation,2021-01-17,6_to_17,24.3,1954
E92000001,England,nation,2021-01-17,0_to_5,50.4,2010
E92000001,England,nation,2021-01-17,85+,4657.8,65072
E92000001,England,nation,2021-01-17,65_to_84,1421.0,127274
E92000001,England,nation,2021-01-16,18_to_64,298.9,101368
E92000001,England,nation,2021-01-16,6_to_17,24.2,1944
E92000001,England,nation,2021-01-16,0_to_5,49.9,1993
E92000001,England,nation,2021-01-16,85+,4604.0,64320
E92000001,England,nation,2021-01-16,65_to_84,1405.3,125866
E92000001,England,nation,2021-01-15,18_to_64,295.0,100037
E92000001,England,nation,2021-01-15,6_to_17,23.9,1919
E92000001,England,nation,2021-01-15,0_to_5,49.3,1968
E92000001,England,nation,2021-01-15,85+,4548.9,63551
E92000001,England,nation,2021-01-15,65_to_84,1389.5,124450
E92000001,England,nation,2021-01-14,18_to_64,291.4,98814
E92000001,England,nation,2021-01-14,6_to_17,23.7,1906
E92000001,England,nation,2021-01-14,0_to_5,48.8,1948
E92000001,England,nation,2021-01-14,85+,4501.1,62882
E92000001,England,nation,2021-01-14,65_to_84,1374.3,123087
E92000001,England,nation,2021-01-13,18_to_64,287.3,97407
E92000001,England,nation,2021-01-13,6_to_17,23.5,1890
E92000001,England,nation,2021-01-13,0_to_5,48.3,1927
E92000001,England,nation,2021-01-13,85+,4447.0,62127
E92000001,England,nation,2021-01-13,65_to_84,1357.7,121608
E92000001,England,nation,2021-01-12,18_to_64,283.1,95983
E92000001,England,nation,2021-01-12,6_to_17,23.4,1876
E92000001,England,nation,2021-01-12,0_to_5,47.5,1895
E92000001,England,nation,2021-01-12,85+,4393.8,61383
E92000001,England,nation,2021-01-12,65_to_84,1339.6,119984
E92000001,England,nation,2021-01-11,18_to_64,278.5,94435
E92000001,England,nation,2021-01-11,6_to_17,23.1,1858
E92000001,England,nation,2021-01-11,0_to_5,46.8,1868
E92000001,England,nation,2021-01-11,85+,4332.0,60520
E92000001,England,nation,2021-01-11,65_to_84,1320.9,118306
E92000001,England,nation,2021-01-10,18_to_64,274.1,92957
E92000001,England,nation,2021-01-10,6_to_17,22.9,1837
E92000001,England,nation,2021-01-10,0_to_5,46.4,1852
E92000001,England,nation,2021-01-10,85+,4275.5,59731
E92000001,England,nation,2021-01-10,65_to_84,1303.1,116716
E92000001,England,nation,2021-01-09,18_to_64,270.5,91724
E92000001,England,nation,2021-01-09,6_to_17,22.6,1817
E92000001,England,nation,2021-01-09,0_to_5,46.1,1838
E92000001,England,nation,2021-01-09,85+,4219.2,58944
E92000001,England,nation,2021-01-09,65_to_84,1286.2,115199
E92000001,England,nation,2021-01-08,18_to_64,266.5,90368
E92000001,England,nation,2021-01-08,6_to_17,22.5,1809
E92000001,England,nation,2021-01-08,0_to_5,45.6,1818
E92000001,England,nation,2021-01-08,85+,4164.3,58177
E92000001,England,nation,2021-01-08,65_to_84,1268.7,113632
E92000001,England,nation,2021-01-07,18_to_64,262.7,89092
E92000001,England,nation,2021-01-07,6_to_17,22.3,1793
E92000001,England,nation,2021-01-07,0_to_5,44.8,1788
E92000001,England,nation,2021-01-07,85+,4111.4,57439
E92000001,England,nation,2021-01-07,65_to_84,1252.1,112144
E92000001,England,nation,2021-01-06,18_to_64,258.5,87673
E92000001,England,nation,2021-01-06,6_to_17,22.0,1769
E92000001,England,nation,2021-01-06,0_to_5,44.2,1764
E92000001,England,nation,2021-01-06,85+,4053.5,56630
E92000001,England,nation,2021-01-06,65_to_84,1234.5,110571
E92000001,England,nation,2021-01-05,18_to_64,254.1,86161
E92000001,England,nation,2021-01-05,6_to_17,21.7,1744
E92000001,England,nation,2021-01-05,0_to_5,43.6,1740
E92000001,England,nation,2021-01-05,85+,3998.3,55858
E92000001,England,nation,2021-01-05,65_to_84,1216.3,108937
E92000001,England,nation,2021-01-04,18_to_64,250.0,84763
E92000001,England,nation,2021-01-04,6_to_17,21.4,1721
E92000001,England,nation,2021-01-04,0_to_5,42.9,1714
E92000001,England,nation,2021-01-04,85+,3945.2,55117
E92000001,England,nation,2021-01-04,65_to_84,1199.5,107432
E92000001,England,nation,2021-01-03,18_to_64,246.0,83416
E92000001,England,nation,2021-01-03,6_to_17,21.1,1696
E92000001,England,nation,2021-01-03,0_to_5,42.2,1686
E92000001,England,nation,2021-01-03,85+,3892.4,54379
E92000001,England,nation,2021-01-03,65_to_84,1183.3,105983
E92000001,England,nation,2021-01-02,18_to_64,242.1,82107
E92000001,England,nation,2021-01-02,6_to_17,20.8,1672
E92000001,England,nation,2021-01-02,0_to_5,41.7,1666
E92000001,England,nation,2021-01-02,85+,3844.9,53715
E92000001,England,nation,2021-01-02,65_to_84,1168.4,104649
E92000001,England,nation,2021-01-01,18_to_64,238.7,80945
E92000001,England,nation,2021-01-01,6_to_17,20.6,1651
E92000001,England,nation,2021-01-01,0_to_5,41.3,1648
E92000001,England,nation,2021-01-01,85+,3800.2,53091
E92000001,England,nation,2021-01-01,65_to_84,1153.7,103329
E92000001,England,nation,2020-12-31,18_to_64,235.5,79844
E92000001,England,nation,2020-12-31,6_to_17,20.3,1630
E92000001,England,nation,2020-12-31,0_to_5,40.8,1629
E92000001,England,nation,2020-12-31,85+,3757.3,52492
E92000001,England,nation,2020-12-31,65_to_84,1139.5,102059
E92000001,England,nation,2020-12-30,18_to_64,232.6,78872
E92000001,England,nation,2020-12-30,6_to_17,20.1,1617
E92000001,England,nation,2020-12-30,0_to_5,40.3,1610
E92000001,England,nation,2020-12-30,85+,3722.9,52011
E92000001,England,nation,2020-12-30,65_to_84,1127.9,101018
E92000001,England,nation,2020-12-29,18_to_64,229.3,77747
E92000001,England,nation,2020-12-29,6_to_17,19.9,1600
E92000001,England,nation,2020-12-29,0_to_5,39.8,1590
E92000001,England,nation,2020-12-29,85+,3680.2,51414
E92000001,England,nation,2020-12-29,65_to_84,1115.8,99939
E92000001,England,nation,2020-12-28,18_to_64,226.0,76650
E92000001,England,nation,2020-12-28,6_to_17,19.7,1585
E92000001,England,nation,2020-12-28,0_to_5,39.3,1568
E92000001,England,nation,2020-12-28,85+,3638.9,50837
E92000001,England,nation,2020-12-28,65_to_84,1103.0,98791
E92000001,England,nation,2020-12-27,18_to_64,222.9,75598
E92000001,England,nation,2020-12-27,6_to_17,19.5,1566
E92000001,England,nation,2020-12-27,0_to_5,38.6,1539
E92000001,England,nation,2020-12-27,85+,3598.9,50278
E92000001,England,nation,2020-12-27,65_to_84,1090.6,97679
E92000001,England,nation,2020-12-26,18_to_64,219.9,74574
E92000001,England,nation,2020-12-26,6_to_17,19.2,1546
E92000001,England,nation,2020-12-26,0_to_5,37.9,1512
E92000001,England,nation,2020-12-26,85+,3562.9,49776
E92000001,England,nation,2020-12-26,65_to_84,1079.5,96687
E92000001,England,nation,2020-12-25,18_to_64,217.4,73715
E92000001,England,nation,2020-12-25,6_to_17,19.1,1534
E92000001,England,nation,2020-12-25,0_to_5,37.5,1495
E92000001,England,nation,2020-12-25,85+,3528.8,49299
E92000001,England,nation,2020-12-25,65_to_84,1069.2,95769
E92000001,England,nation,2020-12-24,18_to_64,215.2,72965
E92000001,England,nation,2020-12-24,6_to_17,19.0,1523
E92000001,England,nation,2020-12-24,0_to_5,37.2,1483
E92000001,England,nation,2020-12-24,85+,3501.4,48917
E92000001,England,nation,2020-12-24,65_to_84,1060.6,94990
E92000001,England,nation,2020-12-23,18_to_64,213.2,72301
E92000001,England,nation,2020-12-23,6_to_17,18.8,1512
E92000001,England,nation,2020-12-23,0_to_5,36.8,1469
E92000001,England,nation,2020-12-23,85+,3475.5,48554
E92000001,England,nation,2020-12-23,65_to_84,1052.4,94259
E92000001,England,nation,2020-12-22,18_to_64,211.1,71581
E92000001,England,nation,2020-12-22,6_to_17,18.6,1497
E92000001,England,nation,2020-12-22,0_to_5,36.5,1458
E92000001,England,nation,2020-12-22,85+,3445.8,48139
E92000001,England,nation,2020-12-22,65_to_84,1043.4,93458
E92000001,England,nation,2020-12-21,18_to_64,208.8,70797
E92000001,England,nation,2020-12-21,6_to_17,18.4,1482
E92000001,England,nation,2020-12-21,0_to_5,35.9,1433
E92000001,England,nation,2020-12-21,85+,3412.3,47671
E92000001,England,nation,2020-12-21,65_to_84,1033.3,92547
E92000001,England,nation,2020-12-20,18_to_64,206.6,70049
E92000001,England,nation,2020-12-20,6_to_17,18.2,1464
E92000001,England,nation,2020-12-20,0_to_5,35.5,1416
E92000001,England,nation,2020-12-20,85+,3378.3,47196
E92000001,England,nation,2020-12-20,65_to_84,1023.7,91691
E92000001,England,nation,2020-12-19,18_to_64,204.5,69333
E92000001,England,nation,2020-12-19,6_to_17,18.0,1447
E92000001,England,nation,2020-12-19,0_to_5,35.1,1400
E92000001,England,nation,2020-12-19,85+,3345.9,46744
E92000001,England,nation,2020-12-19,65_to_84,1015.1,90916
E92000001,England,nation,2020-12-18,18_to_64,202.6,68700
E92000001,England,nation,2020-12-18,6_to_17,17.9,1435
E92000001,England,nation,2020-12-18,0_to_5,34.8,1387
E92000001,England,nation,2020-12-18,85+,3317.3,46344
E92000001,England,nation,2020-12-18,65_to_84,1006.6,90162
E92000001,England,nation,2020-12-17,18_to_64,200.9,68137
E92000001,England,nation,2020-12-17,6_to_17,17.6,1415
E92000001,England,nation,2020-12-17,0_to_5,34.4,1372
E92000001,England,nation,2020-12-17,85+,3290.6,45971
E92000001,England,nation,2020-12-17,65_to_84,998.8,89461
E92000001,England,nation,2020-12-16,18_to_64,199.1,67524
E92000001,England,nation,2020-12-16,6_to_17,17.5,1402
E92000001,England,nation,2020-12-16,0_to_5,33.9,1353
E92000001,England,nation,2020-12-16,85+,3258.6,45524
E92000001,England,nation,2020-12-16,65_to_84,990.1,88680
E92000001,England,nation,2020-12-15,18_to_64,197.5,66972
E92000001,England,nation,2020-12-15,6_to_17,17.3,1389
E92000001,England,nation,2020-12-15,0_to_5,33.5,1336
E92000001,England,nation,2020-12-15,85+,3227.9,45095
E92000001,England,nation,2020-12-15,65_to_84,981.3,87895
E92000001,England,nation,2020-12-14,18_to_64,196.0,66457
E92000001,England,nation,2020-12-14,6_to_17,17.1,1373
E92000001,England,nation,2020-12-14,0_to_5,33.2,1323
E92000001,England,nation,2020-12-14,85+,3196.9,44663
E92000001,England,nation,2020-12-14,65_to_84,972.9,87141
E92000001,England,nation,2020-12-13,18_to_64,194.4,65934
E92000001,England,nation,2020-12-13,6_to_17,16.9,1357
E92000001,England,nation,2020-12-13,0_to_5,32.9,1311
E92000001,England,nation,2020-12-13,85+,3164.2,44205
E92000001,England,nation,2020-12-13,65_to_84,964.8,86414
E92000001,England,nation,2020-12-12,18_to_64,193.0,65436
E92000001,England,nation,2020-12-12,6_to_17,16.7,1345
E92000001,England,nation,2020-12-12,0_to_5,32.6,1299
E92000001,England,nation,2020-12-12,85+,3135.5,43804
E92000001,England,nation,2020-12-12,65_to_84,957.5,85761
E92000001,England,nation,2020-12-11,18_to_64,191.6,64980
E92000001,England,nation,2020-12-11,6_to_17,16.6,1335
E92000001,England,nation,2020-12-11,0_to_5,32.1,1282
E92000001,England,nation,2020-12-11,85+,3104.7,43374
E92000001,England,nation,2020-12-11,65_to_84,950.0,85088
E92000001,England,nation,2020-12-10,18_to_64,190.2,64511
E92000001,England,nation,2020-12-10,6_to_17,16.5,1328
E92000001,England,nation,2020-12-10,0_to_5,32.0,1276
E92000001,England,nation,2020-12-10,85+,3078.1,43003
E92000001,England,nation,2020-12-10,65_to_84,943.4,84494
E92000001,England,nation,2020-12-09,18_to_64,188.9,64044
E92000001,England,nation,2020-12-09,6_to_17,16.4,1314
E92000001,England,nation,2020-12-09,0_to_5,31.8,1268
E92000001,England,nation,2020-12-09,85+,3049.3,42600
E92000001,England,nation,2020-12-09,65_to_84,936.3,83863
E92000001,England,nation,2020-12-08,18_to_64,187.4,63561
E92000001,England,nation,2020-12-08,6_to_17,16.1,1295
E92000001,England,nation,2020-12-08,0_to_5,31.6,1261
E92000001,England,nation,2020-12-08,85+,3019.4,42183
E92000001,England,nation,2020-12-08,65_to_84,929.4,83239
E92000001,England,nation,2020-12-07,18_to_64,186.0,63082
E92000001,England,nation,2020-12-07,6_to_17,16.0,1283
E92000001,England,nation,2020-12-07,0_to_5,31.4,1252
E92000001,England,nation,2020-12-07,85+,2992.2,41803
E92000001,England,nation,2020-12-07,65_to_84,922.1,82591
E92000001,England,nation,2020-12-06,18_to_64,184.7,62647
E92000001,England,nation,2020-12-06,6_to_17,15.7,1264
E92000001,England,nation,2020-12-06,0_to_5,31.2,1246
E92000001,England,nation,2020-12-06,85+,2964.2,41412
E92000001,England,nation,2020-12-06,65_to_84,915.3,81977
E92000001,England,nation,2020-12-05,18_to_64,183.6,62258
E92000001,England,nation,2020-12-05,6_to_17,15.6,1253
E92000001,England,nation,2020-12-05,0_to_5,31.1,1241
E92000001,England,nation,2020-12-05,85+,2940.3,41078
E92000001,England,nation,2020-12-05,65_to_84,908.9,81405
E92000001,England,nation,2020-12-04,18_to_64,182.5,61898
E92000001,England,nation,2020-12-04,6_to_17,15.5,1244
E92000001,England,nation,2020-12-04,0_to_5,30.9,1235
E92000001,England,nation,2020-12-04,85+,2920.1,40795
E92000001,England,nation,2020-12-04,65_to_84,903.1,80890
E92000001,England,nation,2020-12-03,18_to_64,181.4,61517
E92000001,England,nation,2020-12-03,6_to_17,15.4,1234
E92000001,England,nation,2020-12-03,0_to_5,30.7,1227
E92000001,England,nation,2020-12-03,85+,2897.8,40484
E92000001,England,nation,2020-12-03,65_to_84,897.6,80393
E92000001,England,nation,2020-12-02,18_to_64,180.2,61096
E92000001,England,nation,2020-12-02,6_to_17,15.2,1225
E92000001,England,nation,2020-12-02,0_to_5,30.5,1218
E92000001,England,nation,2020-12-02,85+,2875.1,40167
E92000001,England,nation,2020-12-02,65_to_84,891.1,79814
E92000001,England,nation,2020-12-01,18_to_64,179.0,60711
E92000001,England,nation,2020-12-01,6_to_17,15.0,1206
E92000001,England,nation,2020-12-01,0_to_5,30.3,1209
E92000001,England,nation,2020-12-01,85+,2853.2,39860
E92000001,England,nation,2020-12-01,65_to_84,885.1,79276
E92000001,England,nation,2020-11-30,18_to_64,177.8,60299
E92000001,England,nation,2020-11-30,6_to_17,14.9,1199
E92000001,England,nation,2020-11-30,0_to_5,30.1,1202
E92000001,England,nation,2020-11-30,85+,2831.7,39560
E92000001,England,nation,2020-11-30,65_to_84,879.3,78753
E92000001,England,nation,2020-11-29,18_to_64,176.7,59932
E92000001,England,nation,2020-11-29,6_to_17,14.8,1189
E92000001,England,nation,2020-11-29,0_to_5,30.0,1196
E92000001,England,nation,2020-11-29,85+,2809.8,39254
E92000001,England,nation,2020-11-29,65_to_84,873.4,78227
E92000001,England,nation,2020-11-28,18_to_64,175.6,59556
E92000001,England,nation,2020-11-28,6_to_17,14.7,1177
E92000001,England,nation,2020-11-28,0_to_5,29.7,1187
E92000001,England,nation,2020-11-28,85+,2787.9,38949
E92000001,England,nation,2020-11-28,65_to_84,867.7,77714
E92000001,England,nation,2020-11-27,18_to_64,174.7,59251
E92000001,England,nation,2020-11-27,6_to_17,14.6,1172
E92000001,England,nation,2020-11-27,0_to_5,29.5,1178
E92000001,England,nation,2020-11-27,85+,2767.4,38662
E92000001,England,nation,2020-11-27,65_to_84,862.5,77255
E92000001,England,nation,2020-11-26,18_to_64,173.7,58911
E92000001,England,nation,2020-11-26,6_to_17,14.4,1157
E92000001,England,nation,2020-11-26,0_to_5,29.3,1169
E92000001,England,nation,2020-11-26,85+,2750.7,38428
E92000001,England,nation,2020-11-26,65_to_84,857.4,76798
E92000001,England,nation,2020-11-25,18_to_64,172.6,58534
E92000001,England,nation,2020-11-25,6_to_17,14.3,1150
E92000001,England,nation,2020-11-25,0_to_5,29.0,1159
E92000001,England,nation,2020-11-25,85+,2729.8,38136
E92000001,England,nation,2020-11-25,65_to_84,851.8,76289
E92000001,England,nation,2020-11-24,18_to_64,171.3,58079
E92000001,England,nation,2020-11-24,6_to_17,14.2,1139
E92000001,England,nation,2020-11-24,0_to_5,28.9,1153
E92000001,England,nation,2020-11-24,85+,2706.8,37816
E92000001,England,nation,2020-11-24,65_to_84,844.8,75667
E92000001,England,nation,2020-11-23,18_to_64,170.0,57663
E92000001,England,nation,2020-11-23,6_to_17,14.1,1131
E92000001,England,nation,2020-11-23,0_to_5,28.6,1143
E92000001,England,nation,2020-11-23,85+,2686.8,37536
E92000001,England,nation,2020-11-23,65_to_84,838.5,75106
E92000001,England,nation,2020-11-22,18_to_64,168.6,57186
E92000001,England,nation,2020-11-22,6_to_17,13.9,1118
E92000001,England,nation,2020-11-22,0_to_5,28.4,1133
E92000001,England,nation,2020-11-22,85+,2666.0,37245
E92000001,England,nation,2020-11-22,65_to_84,831.9,74514
E92000001,England,nation,2020-11-21,18_to_64,167.3,56745
E92000001,England,nation,2020-11-21,6_to_17,13.8,1106
E92000001,England,nation,2020-11-21,0_to_5,28.1,1123
E92000001,England,nation,2020-11-21,85+,2643.4,36930
E92000001,England,nation,2020-11-21,65_to_84,825.7,73959
E92000001,England,nation,2020-11-20,18_to_64,166.2,56342
E92000001,England,nation,2020-11-20,6_to_17,13.6,1091
E92000001,England,nation,2020-11-20,0_to_5,27.9,1115
E92000001,England,nation,2020-11-20,85+,2623.5,36652
E92000001,England,nation,2020-11-20,65_to_84,819.6,73411
E92000001,England,nation,2020-11-19,18_to_64,164.9,55933
E92000001,England,nation,2020-11-19,6_to_17,13.4,1080
E92000001,England,nation,2020-11-19,0_to_5,27.7,1105
E92000001,England,nation,2020-11-19,85+,2602.4,36357
E92000001,England,nation,2020-11-19,65_to_84,813.0,72820
E92000001,England,nation,2020-11-18,18_to_64,163.5,55452
E92000001,England,nation,2020-11-18,6_to_17,13.4,1073
E92000001,England,nation,2020-11-18,0_to_5,27.5,1096
E92000001,England,nation,2020-11-18,85+,2578.5,36023
E92000001,England,nation,2020-11-18,65_to_84,805.8,72172
E92000001,England,nation,2020-11-17,18_to_64,162.0,54924
E92000001,England,nation,2020-11-17,6_to_17,13.2,1064
E92000001,England,nation,2020-11-17,0_to_5,27.3,1091
E92000001,England,nation,2020-11-17,85+,2555.0,35695
E92000001,England,nation,2020-11-17,65_to_84,798.0,71474
E92000001,England,nation,2020-11-16,18_to_64,160.5,54441
E92000001,England,nation,2020-11-16,6_to_17,13.1,1053
E92000001,England,nation,2020-11-16,0_to_5,27.2,1085
E92000001,England,nation,2020-11-16,85+,2533.0,35388
E92000001,England,nation,2020-11-16,65_to_84,790.4,70790
E92000001,England,nation,2020-11-15,18_to_64,159.1,53966
E92000001,England,nation,2020-11-15,6_to_17,13.0,1042
E92000001,England,nation,2020-11-15,0_to_5,27.0,1077
E92000001,England,nation,2020-11-15,85+,2509.0,35052
E92000001,England,nation,2020-11-15,65_to_84,782.2,70060
E92000001,England,nation,2020-11-14,18_to_64,157.8,53494
E92000001,England,nation,2020-11-14,6_to_17,12.8,1031
E92000001,England,nation,2020-11-14,0_to_5,26.9,1072
E92000001,England,nation,2020-11-14,85+,2487.6,34753
E92000001,England,nation,2020-11-14,65_to_84,774.6,69380
E92000001,England,nation,2020-11-13,18_to_64,156.4,53035
E92000001,England,nation,2020-11-13,6_to_17,12.7,1018
E92000001,England,nation,2020-11-13,0_to_5,26.7,1064
E92000001,England,nation,2020-11-13,85+,2468.3,34483
E92000001,England,nation,2020-11-13,65_to_84,767.5,68745
E92000001,England,nation,2020-11-12,18_to_64,155.0,52572
E92000001,England,nation,2020-11-12,6_to_17,12.5,1003
E92000001,England,nation,2020-11-12,0_to_5,26.4,1053
E92000001,England,nation,2020-11-12,85+,2450.2,34230
E92000001,England,nation,2020-11-12,65_to_84,760.1,68077
E92000001,England,nation,2020-11-11,18_to_64,153.5,52038
E92000001,England,nation,2020-11-11,6_to_17,12.3,991
E92000001,England,nation,2020-11-11,0_to_5,26.1,1040
E92000001,England,nation,2020-11-11,85+,2425.4,33884
E92000001,England,nation,2020-11-11,65_to_84,751.9,67342
E92000001,England,nation,2020-11-10,18_to_64,151.9,51501
E92000001,England,nation,2020-11-10,6_to_17,12.2,977
E92000001,England,nation,2020-11-10,0_to_5,25.9,1033
E92000001,England,nation,2020-11-10,85+,2397.3,33492
E92000001,England,nation,2020-11-10,65_to_84,743.6,66606
E92000001,England,nation,2020-11-09,18_to_64,150.4,51010
E92000001,England,nation,2020-11-09,6_to_17,12.0,965
E92000001,England,nation,2020-11-09,0_to_5,25.8,1028
E92000001,England,nation,2020-11-09,85+,2371.9,33137
E92000001,England,nation,2020-11-09,65_to_84,735.7,65895
E92000001,England,nation,2020-11-08,18_to_64,149.0,50528
E92000001,England,nation,2020-11-08,6_to_17,11.9,952
E92000001,England,nation,2020-11-08,0_to_5,25.5,1017
E92000001,England,nation,2020-11-08,85+,2347.6,32797
E92000001,England,nation,2020-11-08,65_to_84,728.0,65205
E92000001,England,nation,2020-11-07,18_to_64,147.7,50073
E92000001,England,nation,2020-11-07,6_to_17,11.8,946
E92000001,England,nation,2020-11-07,0_to_5,25.2,1007
E92000001,England,nation,2020-11-07,85+,2324.8,32479
E92000001,England,nation,2020-11-07,65_to_84,720.4,64521
E92000001,England,nation,2020-11-06,18_to_64,146.4,49627
E92000001,England,nation,2020-11-06,6_to_17,11.7,940
E92000001,England,nation,2020-11-06,0_to_5,25.1,1001
E92000001,England,nation,2020-11-06,85+,2305.5,32209
E92000001,England,nation,2020-11-06,65_to_84,714.0,63947
E92000001,England,nation,2020-11-05,18_to_64,145.2,49245
E92000001,England,nation,2020-11-05,6_to_17,11.6,928
E92000001,England,nation,2020-11-05,0_to_5,24.9,993
E92000001,England,nation,2020-11-05,85+,2288.2,31967
E92000001,England,nation,2020-11-05,65_to_84,708.1,63420
E92000001,England,nation,2020-11-04,18_to_64,144.0,48843
E92000001,England,nation,2020-11-04,6_to_17,11.4,919
E92000001,England,nation,2020-11-04,0_to_5,24.7,986
E92000001,England,nation,2020-11-04,85+,2265.7,31653
E92000001,England,nation,2020-11-04,65_to_84,701.4,62824
E92000001,England,nation,2020-11-03,18_to_64,142.7,48386
E92000001,England,nation,2020-11-03,6_to_17,11.3,909
E92000001,England,nation,2020-11-03,0_to_5,24.5,976
E92000001,England,nation,2020-11-03,85+,2244.9,31362
E92000001,England,nation,2020-11-03,65_to_84,694.7,62220
E92000001,England,nation,2020-11-02,18_to_64,141.6,48018
E92000001,England,nation,2020-11-02,6_to_17,11.1,892
E92000001,England,nation,2020-11-02,0_to_5,24.2,965
E92000001,England,nation,2020-11-02,85+,2226.2,31101
E92000001,England,nation,2020-11-02,65_to_84,688.3,61647
E92000001,England,nation,2020-11-01,18_to_64,140.3,47578
E92000001,England,nation,2020-11-01,6_to_17,10.9,879
E92000001,England,nation,2020-11-01,0_to_5,23.9,955
E92000001,England,nation,2020-11-01,85+,2205.6,30814
E92000001,England,nation,2020-11-01,65_to_84,681.9,61077
E92000001,England,nation,2020-10-31,18_to_64,139.2,47191
E92000001,England,nation,2020-10-31,6_to_17,10.8,865
E92000001,England,nation,2020-10-31,0_to_5,23.7,946
E92000001,England,nation,2020-10-31,85+,2186.6,30548
E92000001,England,nation,2020-10-31,65_to_84,675.5,60499
E92000001,England,nation,2020-10-30,18_to_64,138.1,46817
E92000001,England,nation,2020-10-30,6_to_17,10.7,857
E92000001,England,nation,2020-10-30,0_to_5,23.4,935
E92000001,England,nation,2020-10-30,85+,2168.4,30293
E92000001,England,nation,2020-10-30,65_to_84,669.1,59928
E92000001,England,nation,2020-10-29,18_to_64,137.0,46463
E92000001,England,nation,2020-10-29,6_to_17,10.6,848
E92000001,England,nation,2020-10-29,0_to_5,23.3,930
E92000001,England,nation,2020-10-29,85+,2153.2,30082
E92000001,England,nation,2020-10-29,65_to_84,663.6,59434
E92000001,England,nation,2020-10-28,18_to_64,135.8,46036
E92000001,England,nation,2020-10-28,6_to_17,10.5,843
E92000001,England,nation,2020-10-28,0_to_5,23.0,919
E92000001,England,nation,2020-10-28,85+,2134.7,29823
E92000001,England,nation,2020-10-28,65_to_84,656.7,58820
E92000001,England,nation,2020-10-27,18_to_64,134.5,45619
